NDC,Quantity,Cost,Extended Cost
10302445207,8,34.99,279.92
55002052578,3,57.13,171.39
48736081170,18,36.25,652.50
03703556581,2,72.98,145.96
26662483608,12,198.32,2379.84
46371038041,5,35.59,177.95
47358047775,2,23.99,47.98
88546021347,4,99.70,398.80
04033451164,12,106.71,1280.52
18641068814,12,37.58,450.96
03668131683,6,11.28,67.68
31552080745,3,110.15,330.45
01630771332,14,10.60,148.40
73427738500,3,39.11,117.33
85840034387,15,1.28,19.20
27613053446,7,20.42,142.94
20476117403,3,124.11,372.33
00674346438,5,3.81,19.05
17272028532,12,6.33,75.96
70056060403,3,31.20,93.60
45337815008,1,18.75,18.75
08760067250,20,88.61,1772.20
31435034732,3,49.40,148.20
14868527206,15,48.40,726.00
40118020667,5,23.87,119.35
80876572401,2,114.99,229.98
22161051846,3,132.06,396.18
04238606526,23,136.10,3130.30
07684067401,4,27.41,109.64
14644170602,17,3.18,54.06
06625441253,1,2.22,2.22
08532564700,12,3.12,37.44
31203075666,8,29.38,235.04
06163126043,6,92.13,552.78
04520585182,6,32.24,193.44
68053823801,15,17.74,266.10
73366042202,14,22.43,314.02
61356046107,6,31.62,189.72
46012245606,5,69.60,348.00
67388021100,3,34.55,103.65
07304287635,5,44.27,221.35
37162070615,2,30.94,61.88
08521706406,6,82.35,494.10
17363075823,2,20.65,41.30
02840247221,2,79.38,158.76
73175565807,5,21.77,108.85
03565847033,6,22.51,135.06
06105828461,11,173.05,1903.55
00242671881,10,81.38,813.80
00016515851,2,20.92,41.84
53426486208,3,15.77,47.31
04625240108,16,7.87,125.92
06075545318,6,196.70,1180.20
72066642102,4,40.21,160.84
46012245606,6,61.94,371.64
00408326502,12,48.55,582.60
48736081170,7,36.25,253.75
04033451164,12,97.11,1165.32
08816270777,2,50.81,101.62
17585231808,1,40.78,40.78
85744468003,3,163.21,489.63
20855082400,2,15.06,30.12
54803100708,12,60.70,728.40
08528277545,6,25.23,151.38
07242155258,8,18.19,145.52
34216136301,5,9.28,46.40
38415008534,10,28.93,289.30
35341048026,3,44.86,134.58
36022158208,1,137.51,137.51
87870027401,15,12.66,189.90
01072028355,1,26.65,26.65
62436044537,12,78.80,945.60
04265743304,14,30.66,429.24
04408761333,3,41.79,125.37
32488286806,3,192.30,576.90
81732011217,6,108.54,651.24
80308387207,8,109.01,872.08
65348833402,20,2.80,56.00
04881244785,4,4.25,17.00
06372666505,4,48.63,194.52
02777550767,1,20.42,20.42
06550321417,1,49.25,49.25
05263421164,8,129.34,1034.72
21407438003,8,31.80,254.40
14000030168,2,20.16,40.32
05778651281,12,127.96,1535.52
01445352824,6,1.99,11.94
76775513008,1,48.00,48.00
53426486208,17,15.77,268.09
41778087484,14,38.40,537.60
11042818707,2,42.46,84.92
07456402764,3,73.59,220.77
08236734414,12,29.61,355.32
04265743304,3,30.66,91.98
08721060062,10,30.10,301.00
38677085878,19,3.20,60.80
81323018781,20,13.56,271.20
78470318806,6,63.57,381.42
05338425415,12,60.15,721.80
13522534606,5,37.86,189.30
34077053538,2,43.73,87.46
44084030216,5,40.80,204.00
62733773100,8,36.37,290.96
87870027401,10,12.66,126.60
13130048264,4,86.24,344.96
43535251406,16,16.96,271.36
18546220103,2,13.23,26.46
35085337508,3,41.68,125.04
06625441253,11,2.39,26.29
03758362378,24,9.80,235.20
54803100708,1,54.63,54.63
26340071270,5,67.84,339.20
02054542607,6,43.84,263.04
07741125361,6,35.50,213.00
13672024084,3,8.92,26.76
02835762443,4,35.38,141.52
61062018463,12,69.61,835.32
83134012307,1,71.09,71.09
07505081328,3,27.89,83.67
05422471156,6,41.26,247.56
21160076183,2,33.71,67.42
06205408734,3,23.58,70.74
02636336322,2,34.40,68.80
43288044854,24,31.35,752.40
05766282042,4,38.38,153.52
21377026605,12,81.36,976.32
74722018440,4,39.64,158.56
43282012035,4,7.29,29.16
78563326006,3,28.11,84.33
35276042602,11,31.23,343.53
26780051185,4,46.28,185.12
83632067264,5,9.42,47.10
07728065001,11,2.71,29.81
20505517507,3,41.18,123.54
22284002124,3,1.72,5.16
21151023585,22,171.38,3770.36
00721452680,12,41.51,498.12
75754081177,9,23.25,209.25
57700324001,15,60.75,911.25
47553043710,18,62.35,1122.30
03232786688,12,34.34,412.08
51674038713,3,11.19,33.57
41717012727,2,32.28,64.56
22284002124,2,1.72,3.44
28033074056,8,26.20,209.60
82028808002,4,41.19,164.76
31017130700,4,75.80,303.20
24123003385,3,105.36,316.08
00262380075,4,26.52,106.08
34216136301,4,9.28,37.12
30676058688,7,3.99,27.93
81605055202,6,23.85,143.10
02143060400,11,190.10,2091.10
05370204306,12,8.65,103.80
14644170602,3,3.18,9.54
05135781806,1,38.89,38.89
34534066300,8,30.18,241.44
34085087305,6,15.31,91.86
82677003840,12,38.44,461.28
02574802811,4,20.60,82.40
00185628735,1,39.95,39.95
02428507530,10,94.72,947.20
04718852412,5,13.20,66.00
52577046155,6,68.10,408.60
76711018183,1,14.90,14.90
88042037851,6,18.12,108.72
41257275507,11,49.85,548.35
70538000386,5,47.18,235.90
02136448580,1,17.50,17.50
48845058807,8,45.46,363.68
08015662161,4,191.49,765.96
06045371476,1,85.11,85.11
73175565807,4,21.77,87.08
71281036127,3,40.96,122.88
31203075666,6,29.38,176.28
12283801204,6,41.59,249.54
26110633308,2,28.50,57.00
77402371008,8,26.57,212.56
74764051707,3,3.12,9.36
07654021160,3,77.22,231.66
07853724641,12,23.24,278.88
08160285010,3,33.30,99.90
31552080745,10,110.15,1101.50
26500340007,1,18.96,18.96
03473655653,5,25.83,129.15
00661283744,1,119.03,119.03
08526345272,6,19.37,116.22
47200088245,5,49.19,245.95
58617587300,4,12.35,49.40
16276710202,10,10.45,104.50
05338425415,9,60.15,541.35
03411313785,22,4.43,97.46
52778274603,14,51.65,723.10
00228763413,3,126.56,379.68
73101087631,4,12.94,51.76
30104054066,12,18.78,225.36
40124246307,1,88.69,88.69
47553043710,10,62.35,623.50
80177378604,4,28.10,112.40
67754055345,4,23.54,94.16
04265743304,3,30.66,91.98
40164553800,6,45.98,275.88
58244008185,3,41.38,124.14
71454031453,5,48.00,240.00
31555073470,10,46.50,465.00
52674025528,6,9.50,57.00
82050151606,3,63.81,191.43
03788083674,8,24.00,192.00
38034061648,6,186.70,1120.20
06127213788,1,9.20,9.20
23057700506,3,44.61,133.83
04186137012,2,77.18,154.36
02212763478,4,48.98,195.92
15223350300,1,21.98,21.98
08521706406,18,82.35,1482.30
10228647201,2,36.12,72.24
72441462100,5,86.13,430.65
03565847033,4,21.38,85.52
41257275507,5,49.85,249.25
27178074508,8,50.32,402.56
46722033835,6,85.57,513.42
03571877106,4,183.90,735.60
50660008581,11,18.06,198.66
05125653007,4,27.10,108.40
08731066085,17,43.70,742.90
36863301700,5,20.40,102.00
04661368038,10,51.63,516.30
04761717823,5,11.39,56.95
07841530200,3,13.48,40.44
18342670501,1,139.92,139.92
36352126001,6,41.36,248.16
26500340007,7,17.87,125.09
81654071822,8,73.55,588.40
81685676503,12,23.51,282.12
50164076482,8,6.61,52.88
02185456874,2,98.91,197.82
75486263202,2,95.64,191.28
71835076174,4,84.40,337.60
60718043624,18,49.16,884.88
85221007334,10,46.40,464.00
05521068830,4,100.42,401.68
13127207602,3,44.29,132.87
17215636506,5,5.47,27.35
02388043552,4,79.97,319.88
06075545318,3,184.90,554.70
47553043710,5,62.35,311.75
38565041500,1,5.40,5.40
06248011447,5,1.07,5.35
13032508505,6,42.62,255.72
06656036315,3,15.62,46.86
10615351801,1,16.10,16.10
02613876723,8,93.01,744.08
00708203545,6,49.92,299.52
48845058807,8,44.14,353.12
17552157600,17,24.24,412.08
05370204306,5,8.65,43.25
74718073456,24,17.64,423.36
07617088702,8,80.24,641.92
01075808255,3,2.69,8.07
51604663300,5,144.78,723.90
54437063541,5,25.82,129.10
87181814401,10,42.81,428.10
30210881604,8,29.76,238.08
04415101710,11,7.31,80.41
44322047534,7,43.28,302.96
05713540315,4,7.48,29.92
64872447806,3,35.26,105.78
06205408734,22,23.58,518.76
54437063541,6,25.82,154.92
38027344306,7,4.60,32.20
06404775414,8,33.00,264.00
27418036154,4,80.90,323.60
04753243665,20,23.41,468.20
63514467307,11,44.62,490.82
04238606526,21,136.10,2858.10
04881244785,3,4.25,12.75
84106068871,6,155.65,933.90
80177378604,16,29.22,467.52
30363006664,4,15.51,62.04
08578356306,2,47.89,95.78
02480036254,5,61.70,308.50
57221048078,3,40.15,120.45
00408326502,12,48.55,582.60
78375042170,12,9.45,113.40
36863301700,3,20.40,61.20
47880245407,12,190.42,2285.04
33722086715,6,85.84,515.04
06205408734,18,23.58,424.44
64428085562,4,10.89,43.56
46584017734,4,1.25,5.00
85563346802,3,17.66,52.98
03786030502,2,46.97,93.94
77508014728,10,153.15,1531.50
16374018562,3,34.70,104.10
24866035020,1,40.45,40.45
04077272050,7,2.57,17.99
18670842001,23,32.17,739.91
02308088882,24,110.29,2646.96
06354351000,2,27.81,55.62
04455506538,12,16.26,195.12
08760067250,12,88.61,1063.32
21407438003,5,31.80,159.00
46617078088,16,19.28,308.48
18853783508,2,19.95,39.90
06654327814,3,64.32,192.96
65733075417,3,22.18,66.54
53872018667,5,44.51,222.55
01465572722,1,69.26,69.26
68443076076,13,12.35,160.55
61807000804,11,47.17,518.87
33705008470,4,2.31,9.24
17125412002,1,44.56,44.56
08458273788,7,71.33,499.31
08458273788,4,71.33,285.32
66281780608,4,37.43,149.72
07372655845,5,1.86,9.30
00586450074,16,14.40,230.40
06618313472,1,3.79,3.79
10265046568,12,13.00,156.00
68686057468,2,15.28,30.56
00674346438,4,3.81,15.24
21407438003,4,31.80,127.20
72066642102,4,40.21,160.84
02428507530,2,94.72,189.44
15243051718,10,10.15,101.50
03505830111,8,21.69,173.52
10302445207,10,37.22,372.20
01511058280,12,70.98,851.76
35445005085,18,23.87,429.66
76136024204,5,42.54,212.70
80308387207,6,126.75,760.50
00882063854,20,78.02,1560.40
07520566730,4,100.32,401.28
41871440607,1,45.59,45.59
85221007334,17,46.40,788.80
43065688203,11,27.98,307.78
51071611600,4,19.45,77.80
26510752401,2,97.69,195.38
42263052708,6,5.90,35.40
06626856706,2,110.96,221.92
10841313307,3,86.78,260.34
01542466668,11,5.46,60.06
10138006783,1,49.17,49.17
28626003780,1,59.30,59.30
02437638600,8,161.92,1295.36
08725387802,2,2.86,5.72
53244005777,2,104.10,208.20
06050482256,1,48.81,48.81
64667041228,3,158.88,476.64
42322235106,24,32.20,772.80
58836060183,4,139.85,559.40
71337082711,10,116.82,1168.20
23057700506,3,44.61,133.83
26852270102,5,93.88,469.40
02501730521,5,56.98,284.90
40164553800,14,45.98,643.72
02720811274,5,31.69,158.45
43614020818,5,12.70,63.50
22734012426,12,40.29,483.48
82028808002,1,41.19,41.19
46203073728,12,34.97,419.64
00313550114,3,33.83,101.49
06654327814,3,64.32,192.96
73286002331,1,1.76,1.76
01050722145,18,21.31,383.58
01236083274,23,17.35,399.05
02438052031,11,63.20,695.20
83011751606,1,5.72,5.72
06618313472,5,3.79,18.95
73430850207,14,153.89,2154.46
05463127052,2,51.99,103.98
84874043067,5,173.38,866.90
84885021633,1,17.57,17.57
86452015036,5,1.58,7.90
02654860673,11,36.94,406.34
02216664757,6,83.60,501.60
41550001625,5,7.38,36.90
00056157406,1,167.90,167.90
41871440607,2,45.59,91.18
74718073456,1,17.64,17.64
05304427882,12,13.52,162.24
05521068830,9,100.42,903.78
46208228707,2,32.85,65.70
03545220310,2,126.59,253.18
80861055864,3,20.67,62.01
82028808002,2,43.25,86.50
08423078536,1,38.85,38.85
02480036254,1,61.70,61.70
68113024226,2,75.82,151.64
37402085652,6,13.67,82.02
56062083203,12,30.86,370.32
34077053538,6,43.73,262.38
02143060400,4,190.10,760.40
04033451164,6,97.11,582.66
05334176303,13,10.26,133.38
86808335800,17,38.11,647.87
04375814688,9,75.17,676.53
55282038281,5,24.77,123.85
04507311782,9,120.47,1084.23
01806017078,4,175.24,700.96
60718043624,4,49.16,196.64
06536563317,8,50.82,406.56
10302445207,5,37.22,186.10
05463127052,5,51.99,259.95
60134272402,2,41.67,83.34
05753108778,1,46.22,46.22
17515053437,12,85.95,1031.40
73272081382,1,44.86,44.86
47200088245,2,44.27,88.54
43381821003,5,1.33,6.65
11642513208,8,30.68,245.44
25603046010,4,18.31,73.24
18416132707,4,77.98,311.92
87870027401,4,12.15,48.60
85231860308,12,33.76,405.12
05753481062,2,41.53,83.06
42558425207,19,5.43,103.17
07813658343,4,82.97,331.88
02480036254,1,61.70,61.70
66225800506,9,35.33,317.97
02140117748,1,138.42,138.42
00882063854,3,67.82,203.46
43175412704,13,51.46,668.98
00064700886,4,83.28,333.12
22221614701,8,179.33,1434.64
20441377307,2,9.50,19.00
08662045253,7,2.87,20.09
04520585182,4,32.24,128.96
08755530826,1,72.25,72.25
23468034006,19,185.46,3523.74
35341048026,5,44.86,224.30
43282012035,10,6.56,65.60
00327503660,2,35.11,70.22
36440031678,2,79.57,159.14
08537376571,10,51.93,519.30
43614020818,1,12.70,12.70
18840054421,15,71.51,1072.65
77558514002,4,43.99,175.96
30454017506,5,13.30,66.50
10161413203,18,93.26,1678.68
88154288000,11,22.59,248.49
02511048353,3,6.60,19.80
75754081177,5,19.76,98.80
25047030220,1,36.58,36.58
53553412203,6,167.68,1006.08
41733452301,5,19.97,99.85
80554814000,19,55.70,1058.30
86163317701,5,103.87,519.35
58836060183,2,139.85,279.70
86373072461,6,83.40,500.40
03545220310,2,126.59,253.18
03235564306,17,20.35,345.95
05550110405,5,193.89,969.45
03411313785,11,4.74,52.14
08046825240,21,36.38,763.98
03758362378,1,10.19,10.19
07246055626,5,42.65,213.25
25501788104,4,69.90,279.60
31558488102,8,32.61,260.88
36257558003,2,30.55,61.10
73607420701,5,186.73,933.65
02344462742,5,19.80,99.00
38684788107,7,135.83,950.81
07012200708,3,36.77,110.31
08521706406,4,82.35,329.40
61288321100,9,7.70,69.30
12276742203,12,23.12,277.44
32638033588,18,127.88,2301.84
42020028763,6,27.79,166.74
83577044705,2,86.76,173.52
07684053767,6,63.94,383.64
35145068034,3,62.69,188.07
03126481400,1,24.79,24.79
71288437607,3,194.56,583.68
82654034731,10,93.18,931.80
25063580003,5,27.88,139.40
70056060403,4,31.20,124.80
20476117403,4,124.11,496.44
07654021160,12,71.04,852.48
61062018463,5,69.61,348.05
53562038122,3,46.10,138.30
02308088882,3,110.29,330.87
08662045253,3,3.54,10.62
03703556581,4,72.98,291.92
00477072826,3,15.83,47.49
53562038122,8,46.10,368.80
04761717823,3,11.39,34.17
03873662328,3,43.50,130.50
03143240016,1,58.14,58.14
06382587760,8,67.11,536.88
61843032202,1,148.37,148.37
85343677606,20,14.19,283.80
63368877508,2,19.98,39.96
01547821661,10,11.00,110.00
03671466827,1,15.80,15.80
25063580003,2,27.88,55.76
60718043624,1,45.72,45.72
18434008018,3,8.98,26.94
04033451164,12,116.31,1395.72
00721452680,14,41.51,581.14
06753360232,5,41.28,206.40
22284002124,6,1.72,10.32
18172062268,20,39.74,794.80
64656068255,2,48.52,97.04
78563326006,6,31.23,187.38
00388478727,5,87.90,439.50
21688066242,12,21.20,254.40
46245066636,4,19.28,77.12
04335358267,24,117.59,2822.16
80860072645,2,15.45,30.90
35085337508,8,41.68,333.44
05008727174,12,73.44,881.28
08868600888,6,42.29,253.74
04637400581,1,39.95,39.95
01106641073,3,63.97,191.91
48417015330,8,160.59,1284.72
08760067250,10,70.89,708.90
21073043484,4,97.50,390.00
51661525500,5,47.18,235.90
56387045268,7,66.54,465.78
03232786688,6,34.34,206.04
46203073728,7,34.97,244.79
72672416204,20,73.32,1466.40
68773716105,16,5.80,92.80
82210020271,11,32.21,354.31
07043358808,5,118.86,594.30
03545220310,4,126.59,506.36
06550321417,6,49.25,295.50
82557237704,5,6.39,31.95
13127207602,7,44.29,310.03
17684721204,2,10.73,21.46
85563346802,6,18.19,109.14
53311770001,7,13.82,96.74
13876013813,12,75.77,909.24
01547821661,6,11.00,66.00
57221048078,2,40.15,80.30
46012245606,5,69.60,348.00
01146033621,4,45.76,183.04
50164076482,2,6.61,13.22
50386046268,10,103.44,1034.40
37764060188,4,13.85,55.40
05325303306,24,84.57,2029.68
02571415155,4,47.35,189.40
07808633747,17,34.18,581.06
41550001625,6,7.38,44.28
10265046568,2,15.29,30.58
71337082711,10,116.82,1168.20
82750780706,10,47.85,478.50
05785264501,2,24.41,48.82
41627323208,4,26.16,104.64
30770022617,3,46.83,140.49
71337082711,5,96.96,484.80
36257558003,5,34.22,171.10
74663373703,5,29.61,148.05
38415008534,2,31.24,62.48
55648086304,14,39.31,550.34
06456270583,5,55.86,279.30
24775054576,6,19.97,119.82
64637518601,12,8.91,106.92
88154288000,12,22.59,271.08
43633042403,21,168.38,3535.98
04124785251,12,81.78,981.36
60645281607,2,35.00,70.00
63801183200,16,34.31,548.96
70874671105,19,140.69,2673.11
08085131855,3,115.56,346.68
55312054580,12,124.72,1496.64
44322047534,3,43.28,129.84
01806017078,9,169.98,1529.82
02518404715,2,24.60,49.20
47200088245,3,50.67,152.01
05887121613,6,46.20,277.20
06200087254,10,25.50,255.00
62280086712,3,25.41,76.23
04431020762,4,2.40,9.60
81605055202,1,19.08,19.08
07402363234,6,3.31,19.86
06573263402,2,29.30,58.60
58806031461,1,160.80,160.80
01107874005,5,19.63,98.15
52728068100,12,44.98,539.76
41245005102,3,19.14,57.42
75813747508,4,8.98,35.92
46371038041,17,34.55,587.35
02840247221,9,79.38,714.42
43633042403,20,168.38,3367.60
05885263725,4,23.91,95.64
16635465606,4,14.78,59.12
74774147204,1,1.30,1.30
03731670703,1,42.53,42.53
83632067264,1,10.83,10.83
06833013873,4,93.97,375.88
83132145206,6,11.12,66.72
31844042425,5,5.40,27.00
01146033621,9,47.14,424.26
36257558003,1,30.55,30.55
08160285010,9,34.96,314.64
55282038281,1,24.77,24.77
05172421461,5,108.59,542.95
30405053513,3,8.63,25.89
03058804120,2,89.13,178.26
46203073728,4,34.97,139.88
62130073502,1,40.61,40.61
10841313307,2,86.78,173.56
60056052855,22,98.49,2166.78
43065688203,9,27.98,251.82
80860072645,3,15.45,46.35
30117010664,4,83.95,335.80
61288321100,4,7.62,30.48
71476658706,3,37.74,113.22
82121076403,1,14.15,14.15
51243068514,6,5.34,32.04
05034035737,16,36.21,579.36
05821577108,4,69.40,277.60
21688066242,5,21.20,106.00
35555043812,6,169.65,1017.90
27613053446,10,20.42,204.20
03588307000,16,23.92,382.72
00674346438,5,3.81,19.05
00606105142,4,80.57,322.28
78563326006,4,31.23,124.92
21005761101,1,35.16,35.16
02388043552,11,79.97,879.67
02835762443,2,42.12,84.24
36257558003,4,31.47,125.88
03545672641,5,6.21,31.05
03721852386,1,75.43,75.43
86031020252,6,48.76,292.56
43064853208,9,13.27,119.43
00026005508,2,2.92,5.84
02855444802,6,86.38,518.28
02511048353,22,6.60,145.20
01102057784,3,118.41,355.23
61062018463,2,69.61,139.22
04120362512,4,44.64,178.56
86501001041,6,102.61,615.66
24825704602,8,24.94,199.52
73430850207,3,153.89,461.67
06613056605,11,195.80,2153.80
71835076174,6,84.40,506.40
03873662328,1,36.54,36.54
16374018562,6,35.77,214.62
75486263202,9,95.64,860.76
26510752401,2,88.90,177.80
03304542134,2,43.11,86.22
71288437607,7,194.56,1361.92
46345120606,2,184.70,369.40
06550321417,10,49.25,492.50
00800454127,8,45.57,364.56
30354024017,12,47.21,566.52
55721048375,4,21.89,87.56
07171646174,20,45.24,904.80
82028808002,8,41.19,329.52
30454017506,12,13.30,159.60
82477465307,1,26.85,26.85
70737026244,6,3.68,22.08
00262380075,13,26.52,344.76
84184771705,9,31.74,285.66
03703556581,9,72.98,656.82
07373455882,4,18.20,72.80
45301140803,2,83.00,166.00
44415071312,10,52.62,526.20
77582068021,23,138.93,3195.39
07520566730,12,100.32,1203.84
53252026872,1,18.16,18.16
31408046064,4,22.41,89.64
04335358267,5,117.59,587.95
05702538400,9,132.45,1192.05
65733075417,9,21.51,193.59
04007831230,17,43.93,746.81
04653886306,21,31.60,663.60
03473655653,6,25.83,154.98
31577105306,2,15.72,31.44
03731670703,8,42.53,340.24
82677003840,5,38.44,192.20
62733773100,5,36.37,181.85
00615331100,21,36.26,761.46
46722033835,4,82.28,329.12
65387048024,4,49.19,196.76
54803100708,16,60.70,971.20
00104305746,12,56.72,680.64
37015154706,6,5.85,35.10
88164014635,2,45.92,91.84
00238766055,12,3.42,41.04
40832238708,7,82.76,579.32
07015220303,12,89.30,1071.60
82050151606,15,64.46,966.90
05304427882,8,13.52,108.16
23057700506,5,44.61,223.05
03811365405,3,36.99,110.97
38684788107,3,122.25,366.75
54857045625,5,30.26,151.30
37482412000,11,25.60,281.60
24866035020,10,40.45,404.50
84088076673,6,5.71,34.26
86100783608,15,185.45,2781.75
71454031453,21,46.56,977.76
03140013627,1,76.39,76.39
02355416541,11,32.91,362.01
00062200774,6,28.04,168.24
08721060062,23,28.60,657.80
30717044563,2,64.11,128.22
46584017734,4,1.25,5.00
24103185203,12,25.69,308.28
56062083203,12,30.86,370.32
03668131683,4,12.69,50.76
08637068534,3,188.68,566.04
00665226631,4,5.96,23.84
01326630608,5,83.49,417.45
34506068131,2,105.63,211.26
00077247216,14,27.68,387.52
00586450074,8,14.40,115.20
60134272402,12,40.42,485.04
07043358808,2,118.86,237.72
01342516835,1,41.45,41.45
53311770001,4,12.58,50.32
18840054421,6,71.51,429.06
46276005671,6,12.22,73.32
45104002228,4,101.71,406.84
07402363234,4,3.31,13.24
46641033025,5,46.85,234.25
01078654006,4,78.68,314.72
61807000804,5,47.17,235.85
07612418480,9,11.28,101.52
24146056652,3,170.46,511.38
80631056438,12,22.44,269.28
04753243665,6,22.01,132.06
46343333600,3,88.73,266.19
08755530826,2,72.25,144.50
32254050511,20,56.92,1138.40
11125323305,6,1.68,10.08
65314078761,14,7.99,111.86
02501730521,5,56.98,284.90
17785085422,10,62.65,626.50
76136024204,13,42.54,553.02
34216136301,1,9.84,9.84
05077473617,16,48.68,778.88
56757204104,4,174.77,699.08
02308088882,1,110.29,110.29
06851020763,1,77.90,77.90
64647514507,1,37.81,37.81
06550321417,14,49.25,689.50
08535745878,1,16.27,16.27
13605533101,4,182.11,728.44
32026642005,15,66.60,999.00
02855444802,22,86.38,1900.36
02145753114,3,42.70,128.10
21688066242,8,20.56,164.48
47880245407,2,174.70,349.40
05550110405,10,193.89,1938.90
05702538400,4,132.45,529.80
04452551204,5,30.47,152.35
00665226631,14,5.96,83.44
80554814000,11,52.36,575.96
37402085652,1,13.67,13.67
15223350300,4,24.42,97.68
04431020762,6,2.47,14.82
83858077502,15,95.71,1435.65
44415071312,6,52.62,315.72
23361081471,3,20.50,61.50
07836024100,12,49.07,588.84
44724671106,13,48.56,631.28
50660008581,19,17.20,326.80
03758362378,4,9.80,39.20
03588307000,5,23.92,119.60
20505517507,4,41.18,164.72
51871100602,6,59.56,357.36
11428088287,1,45.50,45.50
35813251807,20,67.60,1352.00
14308024454,6,170.61,1023.66
26253415203,2,4.83,9.66
07183286375,16,40.30,644.80
60403186805,12,171.59,2059.08
04653886306,13,31.60,410.80
30363006664,5,15.51,77.55
15243051718,6,10.15,60.90
12052057168,4,24.90,99.60
02835762443,8,42.12,336.96
05506080305,6,8.52,51.12
07181513128,1,44.65,44.65
24861085705,1,82.38,82.38
01236083274,3,17.35,52.05
06333157087,15,71.85,1077.75
20750015867,6,40.76,244.56
04215028558,7,70.59,494.13
03571877106,24,183.90,4413.60
18546220103,6,13.23,79.38
81347534507,3,180.91,542.73
21773855004,5,14.39,71.95
07446082754,21,39.63,832.23
83577044705,12,86.76,1041.12
01113388280,5,9.50,47.50
61356046107,24,31.62,758.88
01563524858,1,64.64,64.64
01240012464,17,171.78,2920.26
04378560202,3,20.22,60.66
52550051670,4,36.11,144.44
08458273788,12,71.33,855.96
07372041547,3,35.70,107.10
40783083047,3,42.81,128.43
75657671005,1,63.12,63.12
76711018183,5,16.20,81.00
76757063403,22,40.24,885.28
06761188626,8,49.44,395.52
05435421266,4,23.39,93.56
56062083203,5,29.93,149.65
02218077108,8,79.52,636.16
73024017561,3,36.49,109.47
67126020370,2,2.16,4.32
68227015567,21,155.49,3265.29
18882045270,4,73.97,295.88
68875002801,1,159.67,159.67
07242155258,8,18.19,145.52
73101087631,9,11.84,106.56
68113024226,5,75.82,379.10
51723046201,3,23.80,71.40
06231617800,22,43.79,963.38
30354024017,4,47.21,188.84
05688031681,3,27.27,81.81
68686057468,3,16.20,48.60
05184017340,17,39.55,672.35
17125412002,10,36.54,365.40
04335358267,15,117.59,1763.85
06125836247,17,49.35,838.95
86373072461,9,76.66,689.94
14644170602,4,3.18,12.72
86163317701,1,103.87,103.87
40118020667,16,23.87,381.92
07176264181,2,71.73,143.46
87287451006,3,8.85,26.55
46203073728,10,34.97,349.70
51243068514,4,5.34,21.36
81155154004,5,26.12,130.60
08672546211,2,11.56,23.12
70057834007,12,143.38,1720.56
00586450074,2,14.40,28.80
37113057675,11,60.40,664.40
17137028440,3,49.38,148.14
62280086712,2,25.41,50.82
03850434401,21,176.83,3713.43
06851020763,20,77.90,1558.00
56342728506,3,123.56,370.68
08526345272,1,19.37,19.37
03473655653,5,29.19,145.95
13672024084,2,8.92,17.84
18342670501,14,139.92,1958.88
46012245606,1,69.60,69.60
80308387207,6,135.62,813.72
73530086136,8,45.00,360.00
82165018078,22,31.88,701.36
54006057441,3,33.15,99.45
31577105306,2,16.21,32.42
07043358808,5,128.37,641.85
46371038041,3,34.55,103.65
45104002228,6,101.71,610.26
23468034006,11,170.62,1876.82
08342313334,16,7.30,116.80
56772037408,8,19.38,155.04
03463451606,4,29.56,118.24
11384270808,17,7.67,130.39
03565847033,8,22.51,180.08
06231617800,1,41.70,41.70
84874043067,6,192.45,1154.70
00016515851,21,19.04,399.84
04507311782,16,131.31,2100.96
04085258765,4,85.57,342.28
03126481400,21,24.79,520.59
06070878245,4,92.14,368.56
74663373703,12,29.61,355.32
58806031461,1,138.62,138.62
03107253221,2,45.58,91.16
13605533101,4,182.11,728.44
08708725061,6,9.69,58.14
10651000613,3,30.50,91.50
75601856608,6,43.43,260.58
25841148806,1,138.50,138.50
23057700506,13,44.61,579.93
08160285010,10,33.30,333.00
63740035235,5,63.60,318.00
08026684417,2,64.57,129.14
02212763478,9,48.98,440.82
63786003420,7,48.66,340.62
01531022103,1,35.76,35.76
73638427006,3,88.13,264.39
00452707313,10,16.17,161.70
04184148300,3,41.38,124.14
34216136301,2,9.28,18.56
64006144207,5,17.98,89.90
31844042425,1,6.67,6.67
06831851766,1,16.67,16.67
44423026684,6,2.40,14.40
18172062268,9,42.52,382.68
13157037661,5,2.51,12.55
04536485152,21,30.80,646.80
01463031153,17,182.90,3109.30
30453038661,4,8.84,35.36
01511058280,2,69.56,139.12
07070322185,4,35.24,140.96
60364402503,16,40.13,642.08
06184242283,5,90.27,451.35
51661525500,5,47.18,235.90
06205408734,7,23.58,165.06
01435205834,19,29.44,559.36
53728837506,4,88.03,352.12
00104305746,4,56.72,226.88
08335034601,2,30.82,61.64
05263421164,2,129.34,258.68
00665226631,1,6.14,6.14
64872447806,2,35.26,70.52
27155203800,1,190.47,190.47
08185680565,2,19.79,39.58
86031020252,3,48.76,146.28
08080485660,1,30.06,30.06
07242155258,9,18.19,163.71
81323018781,1,13.56,13.56
03204186431,21,4.25,89.25
66870005075,2,53.78,107.56
07402363234,12,3.31,39.72
60364402503,8,40.13,321.04
18342670501,3,135.72,407.16
21773855004,1,14.39,14.39
80876572401,2,114.99,229.98
18342670501,6,139.92,839.52
00388478727,4,87.90,351.60
07845071720,3,118.77,356.31
01468603856,6,2.90,17.40
08356630652,3,53.23,159.69
